f1,f2,f3,f4,f5,label
0.3682200735948682,0.5678950180469448,0.5968290518504948,0.6810102084828055,0.7382910298260255,0
0.2095867697074873,0.9996738573651544,0.6199134631718533,0.1113953314628285,0.5424164866357611,1
0.7969240796172531,0.9154059325395176,0.3045005633415206,0.3508702596030337,0.7390500797259234,0
0.8186250927807582,0.5731281818174832,0.1662369239585118,0.1168059470474677,0.3327093650472922,0
0.89737427025815,0.0925881725823065,0.6290728003023307,0.0549710491745817,0.9207332467221852,0
0.7489757620011522,0.5954442559805403,0.7402621870228685,0.1141062484548187,0.765647984355758,1
0.6138000042972908,0.133246903279642,0.2222474275906706,0.4756613564649529,0.0698299723908042,0
0.8643715091087365,0.3194318533213048,0.2926591159811517,0.1291652162035009,0.9691587652243834,0
0.1521344720886418,0.2522379624418455,0.5828971749774517,0.918106754701988,0.5983355671422969,0
0.9480212411043208,0.109725839336441,0.3038292519295723,0.0637578964642175,0.4851505963013038,0
0.8717733269717686,0.1635156982100465,0.5021611843746052,0.6136308709572098,0.9179399298902504,0
0.0759626332527968,0.3283269807169104,0.9606903625921626,0.2822366851182648,0.9998399767406294,0
0.426735912921005,0.4074019533289021,0.6061464860514397,0.3298886106323878,0.1589562441334251,0
0.7810456115964725,0.691082446681159,0.6820871292900247,0.3976371468350567,0.4712955442669951,1
0.7805499100301336,0.1713540647206934,0.53819250014451,0.390620572993325,0.483431875205772,0
0.2076517372296132,0.6839342267247109,0.9061541180171604,0.696651455267505,0.8795052982271345,1
0.8050518778686252,0.5262106905152292,0.4743209320172078,0.5458778374345292,0.351020081822176,1
0.7743795149302859,0.428980691143113,0.7869064201074836,0.913196821487788,0.418874515773706,1
0.4661398220395644,0.7837844378626011,0.1266264806500366,0.8693094768643316,0.7383078905635074,0
0.3266397512169768,0.5734869268305531,0.2280275250210494,0.1764992383617076,0.4579207117754055,0
0.6365761227244017,0.8186034405027107,0.2825638075135382,0.7763214585349153,0.5552830184377624,0
0.2490753612537294,0.7791116884016259,0.4673412816992459,0.3013246465134694,0.5494760040254197,0
0.4450688662010758,0.2803189368838747,0.7425830068719493,0.3438020659792558,0.6550024473668093,0
0.8112466730320586,0.7501300701075232,0.2641647329307179,0.6840637119407608,0.2862846327791545,1
0.3407767594401448,0.9935433695140828,0.0518031302840433,0.4614896444738796,0.0810383433786424,0
0.2892618290848732,0.5169045337190321,0.1778636053216942,0.2238551831288707,0.4808708785956787,0
0.5172293262064264,0.3078994020700923,0.4689379553732177,0.9346902722686736,0.9647927484830776,0
0.1342841408105032,0.1751316725108294,0.5971293061853432,0.4310099511371679,0.2393412896834809,1
0.7140417762705306,0.0070092325141194,0.1567607212364858,0.1505243055715168,0.4796148386263695,1
0.382689801113523,0.738781466217737,0.3165814030902772,0.5994721957371222,0.3957754871508693,1
0.8039852586180296,0.7607152955337809,0.8124183489024149,0.294042117719302,0.5130166524387392,1
0.6527198614547781,0.629759867845907,0.8416965275464032,0.6497540867187556,0.6487422200793084,1
0.8550950223941667,0.2538994984839039,0.7863774185768982,0.7248188906584951,0.0044687627279874,1
0.8657695381563142,0.5235680591741062,0.0448416126790836,0.4874566031478498,0.5776609627706983,0
0.0441351149439527,0.4163089281694705,0.8792424522212529,0.7496414907003541,0.0025423025155417,0
0.0904973437783315,0.471654659731194,0.2446185572887421,0.1743356965524441,0.7558392689639605,0
0.2563676510542551,0.7746919867523759,0.7428627178727907,0.4840927749382597,0.6366630990557258,1
0.6779582663337378,0.3190081108692254,0.2262493149365875,0.8621881244480013,0.6477955198014834,0
0.2380643758903762,0.7589544755736721,0.2553528279809838,0.5252697948621079,0.6532978843975391,0
0.7265032537851849,0.5774548759583155,0.2643468886145714,0.4400436047182942,0.935011098694244,0
0.4649557754275142,0.0920962523507969,0.0050636438540599,0.8799329236838381,0.1777529549708993,1
0.1156461945250785,0.860108182851782,0.4826957889127066,0.9005546038160369,0.8047905920683341,1
0.4131249848303069,0.8948530565072902,0.7706403405689443,0.6376043890140732,0.1280155845754432,1
0.0035638394365347,0.0693504794168597,0.7205880224170708,0.2858661909519739,0.0446386369277492,0
0.8504199360597354,0.0734402432803748,0.8698929440426981,0.7908878875408697,0.3194814823286939,0
0.6298471668723666,0.4716831273088724,0.9707951069391756,0.6706657434947094,0.3838409646745305,1
0.7906694145819471,0.9451099907246552,0.2259989196716985,0.2302636111575198,0.3420013030228075,1
0.9093500452009058,0.5335160691545321,0.4921558069121142,0.7877167217709017,0.787304485958621,0
0.5953666330208947,0.9139451213737896,0.6605137974292541,0.044386474520339,0.4198539883565251,1
0.1524277808739078,0.1352757580210679,0.8926556451184983,0.4842010486045963,0.697245632545907,0
0.4157613900303682,0.3784170428132432,0.929020296007952,0.1369112216947492,0.9264630859719474,1
0.0106229242604974,0.908353435758722,0.4329838659591017,0.9903038372519988,0.1192638455352168,1
0.9323304546214785,0.0631941583666108,0.4091224698517695,0.7925339378364454,0.1568124428492354,1
0.4667152512412832,0.1036625491503413,0.2597607668169759,0.9505235822496768,0.2953343769730793,0
0.8305517194781052,0.6399019909888003,0.0422333549707191,0.3013461430736197,0.6017130208894603,1
0.7257347029383928,0.4276504162242208,0.7118657364381384,0.7509726712876542,0.7779572899482179,1
0.4108450811493027,0.967498353683337,0.3458544512864413,0.1913753655616227,0.0337356493901199,0
0.58623926903364,0.5515973331344243,0.6372594021538048,0.0272352065158282,0.9692803049085684,1
0.2630908704311883,0.7243292240858626,0.0037133641852332,0.9563202534185008,0.6932655123916508,1
0.8693915768517517,0.976942086259412,0.5946533554501907,0.3926922769548934,0.7536573866139561,1
0.841859149791684,0.9414803955034544,0.792171860776454,0.7538428421580412,0.0824211661258149,1
0.2339544354440115,0.0593996959030015,0.2482147147565255,0.802419678257667,0.1149709140746799,0
0.6346961749552241,0.4405342888270364,0.3233723196039583,0.5518331977167903,0.6795128084877473,0
0.8841803290385336,0.0945490543317911,0.7196653798524196,0.4494487128267419,0.8552783716159928,1
0.485076618639605,0.1774686141632309,0.420374813542497,0.8174888547571884,0.6206015820083275,0
0.2485446032804535,0.6178948785665704,0.1682258946437493,0.6504163937498159,0.1594407863333888,0
0.0668563118291195,0.035637351125352,0.2756215635713845,0.3997676605792772,0.8372679283150385,0
0.7448520060584215,0.4120131839300429,0.5612822466261791,0.5422434346840234,0.3282972558596336,0
0.689435323513202,0.9219478418460934,0.0967201920869321,0.3161129054396048,0.5051196880835903,1
0.6271481816007909,0.6681143943386479,0.3989636494438123,0.8939550374876565,0.636952596981507,1
0.6422758458321272,0.0168857353230492,0.5021328711117246,0.7862485670789143,0.6176619508365342,0
0.5214449755036458,0.7340706208147333,0.2451212723564768,0.162104151687524,0.8904245174028458,0
0.4595468603451992,0.1266180588386303,0.5145623014804973,0.667876830175424,0.084571565245044,0
0.5487910351647993,0.9650212543247502,0.2429888205133439,0.5260385948337464,0.8155141287823124,1
0.8590074882568781,0.2297598487217936,0.0011267319555268,0.8547534357554876,0.5176559932198778,0
0.6259623519173042,0.4219582005855886,0.6919950812904554,0.6135386723467711,0.8286500746834495,1
0.3606092472974672,0.7736105874950369,0.4552809971882258,0.6895949725699175,0.1449423251279721,1
0.5507775715716882,0.8897167606280176,0.0970777971072928,0.2560404764404442,0.6974067274876575,0
0.9215831492312496,0.8909747809670369,0.7791553189178767,0.4905987254546455,0.0341563654013715,1
0.3993477052638515,0.9239006619890106,0.4854758428355924,0.7649034695134468,0.557591494814875,1
